title,author,publisher,price,language,pages,genre,category,target,EAN,code,year,url
Կիսաճանապարհին,Գոհար Եղիազարյան,Հեղինակային հրատարակություն,3400 դրամ,Հայերեն,280,Գեղարվեստական,Պոեզիա,16+,9789939758190,00055969,2022,https://zangakbookstore.am/kisachanaparhin
Մարզիր ուղեղդ,Րյուտա Կավաշիմա,Էջ,3600 դրամ,Հայերեն,200,Ուսումնական,Ուսումնաօժանդակ,7+,9789939927442,00055900,2022,https://zangakbookstore.am/marzir-ukhekhd
Ինձ պաշարեցին ջրերը մինչև հոգիս,Կենձաբուրո Օե,Անտարես,5990 դրամ,Հայերեն,400,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9789939768830,00055959,2022,https://zangakbookstore.am/indz-pasharetsin-jrery-minchev-hogis
Կահիրեի հանճարեղ խարդախը,Ադել Քամել,Անտարես,3450 դրամ,Հայերեն,280,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9789939769141,00055960,2022,https://zangakbookstore.am/kahirei-hancharekh-khardakhy
Փարիզի աստվածամոր տաճարը,Վիկտոր Հյուգո,Անտարես,5990 դրամ,Հայերեն,750,Գեղարվեստական,Արտասահմանյան դասական արձակ,16+,9789939768496,00055961,2022,https://zangakbookstore.am/parizi-astvatsamor-tachary-babelon
Մեջքով երազի քո կեսին հենված,Վահրամ Մարտիրոսյան,Անտարես,2990 դրամ,Հայերեն,100,Գեղարվեստական,Պոեզիա,16+,9789939769189,00055963,2022,https://zangakbookstore.am/mejqov-erazi-qo-kesin-henvats
Սոլարիս,Ստանիսլավ Լեմ,Անտարես,3990 դրամ,Հայերեն,288,Գեղարվեստական,Արտասահմանյան դասական արձակ,16+,9789939766195,00055962,2022,https://zangakbookstore.am/solaris-2
Ես եմ Արցախը կամ Նուռը վանդակում,Գևորգ Խաչատրյան,Հեղինակային հրատարակություն,3500 դրամ,Հայերեն,12+,Գեղարվեստական,Հայ ժամանակակից արձակ,,2001896000004,00055904,2022,https://zangakbookstore.am/es-em-artsakhy-kam-nury-vandakum
ՀՀ քրեական դատավարության օրենսգիրք,,Պաշտոնական Տեղեկագիր,6000 դրամ,Հայերեն,345,Ոչ գեղարվեստական,Քաղաքագիտություն,16+,2001894000006,00055892,2022,https://zangakbookstore.am/hh-qreakan-datavarutyan-orensgirq
Սև ծովահենը,Էմիլիո Սալգարի,,4100 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/sev-tsovaheny-1
Նավապետ Բլադի ոդիսականը,Ռաֆայել Սաբատանի,,4900 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/navapet-bladi-odisakany
Մեծ տան փոքրիկ տիրուհին,Ջեք Լոնդոն,Էդիթ Պրինտ,4900 դրամ,Հայերեն,392,Պատանեկան,Գեղարվեստական,12+,9789939757735,00055889,2022,https://zangakbookstore.am/mets-tan-poqrik-tiruhin-1
Փոթորկից առաջ,Անուշավան Պողոսյան,,2900 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/potorkits-araj-1
Իմ մրգերը,,Անտարես,2450 դրամ,Հայերեն,6,Մանկական,Պատկերագրքեր,3+,9789939767932,00055876,2022,https://zangakbookstore.am/im-mrgery
Կենդանաբանական այգի,,Անտարես,2450 դրամ,Հայերեն,6,Մանկական,Պատկերագրքեր,3+,9789939767925,00055881,2022,https://zangakbookstore.am/kendanabanakan-aygi
Փոքրիկ իշխանը. Իմ հույզերի գրքույկը,,Անտարես,3990 դրամ,Հայերեն,25,Մանկական,Պատկերագրքեր,4+,9789939768403,00055875,2022,https://zangakbookstore.am/poqrik-ishkhany-im-huyzeri-grquyky
Երբեք մենակ մի ճաշեք,Քեյթ Ֆերացի,Անտարես,5990 դրամ,Հայերեն,370,Ոչ գեղարվեստական,Բիզնես և տնտեսագիտություն,16+,9789939768182,00055884,2022,https://zangakbookstore.am/erbeq-menak-mi-chasheq-nor
Հաճախորդներ ամբողջ կյանքի համար,Փոլ Բրաուն,Անտարես,5990 դրամ,Հայերեն,300,Ոչ գեղարվեստական,Բիզնես և տնտեսագիտություն,16+,9789939768649,00055883,2022,https://zangakbookstore.am/hachakhordner-ambokhj-kyanqi-hamar-nor
Իմ խաղալիքը,,Անտարես,2450 դրամ,Հայերեն,6,Մանկական,Պատկերագրքեր,3+,9789939767949,00055880,2022,https://zangakbookstore.am/im-khakhaliqy
Կորած սերունդ,Հուսիկ Արա,Անտարես,3490 դրամ,Հայերեն,250,Գեղարվեստական,Պոեզիա,16+,9789939768915,00055874,2022,https://zangakbookstore.am/korats-serund
Սիրո քառասուն կանոնները,Էլիֆ Շաֆաք,Անտարես,5990 դրամ,Հայերեն,552,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,16+,9789939768885,00055885,2022,https://zangakbookstore.am/siro-qarasun-kanonnery
Իժերի կծիկը,Ֆրանսուա Մորիակ,Անտարես,3990 դրամ,Հայերեն,400,Գեղարվեստական,Արտասահմանյան դասական արձակ,16+,9789939768908,00055882,2022,https://zangakbookstore.am/izheri-ktsiky
Իմ պարտեզը,,Անտարես,2450 դրամ,Հայերեն,6,Մանկական,Պատկերագրքեր,3+,9789939767963,00055879,2022,https://zangakbookstore.am/im-partezy
Ընտանի կենդանիներ,,Անտարես,2450 դրամ,Հայերեն,6,Մանկական,Պատկերագրքեր,3+,9789939767918,00055878,2022,https://zangakbookstore.am/yntani-kendaniner
Համով հոտով,,Անտարես,2450 դրամ,Հայերեն,6,Մանկական,Պատկերագրքեր,3+,9789939767956,00055877,2022,https://zangakbookstore.am/hamov-hotov
Իմ գրադարանը․ Մուրացան․ Առաքյալը,Մուրացան,,3900 դրամ,,,Գեղարվեստական,Հայ դասական գրականություն,,,,,https://zangakbookstore.am/im-gradarany-muratsan-araqyaly
Հայ գրականություն 6։ Սփյուռքի դպրոցների համար,Հովհաննես Զաքարյան,Զանգակ,2600 դրամ,Հայերեն,144,Ուսումնական,Դասագրքեր,12+,9789939685069,00055864,2022,https://zangakbookstore.am/hay-grakanutyun-6-spyurqi-dprotsneri-hamar
Հայ գրականություն 7։ Սփյուռքի դպրոցների համար,Հովհաննես Զաքարյան,Զանգակ,2600 դրամ,Հայերեն,144,Ուսումնական,Դասագրքեր,12+,9789939687568,00055865,2022,https://zangakbookstore.am/hay-grakanutyun-7-spyurqi-dprotsneri-hamar
Տետր English,,,880 դրամ,,,Տետրեր,Գրքեր,,,,,https://zangakbookstore.am/tetr-english
Տետր Բնագիտություն,,,880 դրամ,,,Տետրեր,Գրքեր,,,,,https://zangakbookstore.am/tetr-bnagitutyun-48-tert-vandak-1-hat-matian
Հրետանավորների օրագիրը,Ալբերտ Մկրտչյան,Հեղինակային հրատարակություն,3900 դրամ,Հայերեն,140,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939769158,00055710,2022,https://zangakbookstore.am/hretanavorneri-oragiry
Բենջըմին Բաթընի առանձնահատուկ դեպքը,Ֆրենսիս Սքոթ Ֆիցջերալդ,Վերնատուն,4900 դրամ,Հայերեն,251,Գեղարվեստական,Արտասահմանյան դասական արձակ,16+,9789939927183,00055714,2022,https://zangakbookstore.am/benjymin-batyni-arandznahatuk-depqy
Երևան-Փարիզը միայն չվերթ չէ,Անի Միրզոյան,Հեղինակային հրատարակություն,3800 դրամ,Հայերեն,230,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939768311,00055711,2022,https://zangakbookstore.am/erevan-parizy-miayn-chvert-che
Հայը,Անի Միրզոյան,Հեղինակային հրատարակություն,3500 դրամ,Հայերեն,180,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,97899397670117,00055712,2021,https://zangakbookstore.am/hayy
Сторона Германтов,Մարսել Պրուստ,,6900 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/storona-germantov
Мечтавший о солнце. Письма 1883–1890 годов,Վինսենթ վան Գոգ,,11200 դրամ,,,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,,,,,https://zangakbookstore.am/mechtavshiy-o-solntse-pisma-18831890-godov
Мир в огне. История Первой и Второй мировых войн в цвете,Դեն Ջոնս,,21200 դրամ,,,Ոչ գեղարվեստական,Պատմություն,,,,,https://zangakbookstore.am/mir-v-ogne-istoriya-pervoy-i-vtoroy-mirovikh-voyn-v-tsvete
Непокоренный. От чудом уцелевшего в Освенциме до легенды Уолл-стрит:,,,7900 դրամ,,,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,,,,,https://zangakbookstore.am/nepokorenniy-ot-chudom-utselevshego-v-osventsime-do-legendi-uoll-strit
Тайна украденной мебели,Էնիդ Բլայթոն,,3200 դրամ,,,Մանկական,Ինտերակտիվ և խաղային,,,,,https://zangakbookstore.am/tayna-ukradennoy-mebeli
Самодельное мороженое. Сказки Картонного городка,,,3800 դրամ,,,Մանկական,Պատկերագրքեր,,,,,https://zangakbookstore.am/samodelnoe-morozhenoe-skazki-kartonnogo-gorodka
Большое сырное ограбление. Сказки Картонного городка,Վալկո,,3800 դրամ,,,Մանկական,Պատկերագրքեր,,,,,https://zangakbookstore.am/bolshoe-sirnoe-ograblenie-skazki-kartonnogo-gorodka
Яблоки не падают никогда,Լիանա Մորիարտի,,6300 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/yabloki-ne-padayut-nikogda
"Кролики, которые никого не слушались. Сказки премудрой совы",Էրիկ-Էմանուել Շմիթ,,4400 դրամ,,,Մանկական,Պատկերագրքեր,,,,,https://zangakbookstore.am/kroliki-kotorie-nikogo-ne-slushalis
"Котёнок, который всего боялся. Сказки премудрой совы",Էրիկ-Էմանուել Շմիթ,,4400 դրամ,,,Մանկական,Պատկերագրքեր,,,,,https://zangakbookstore.am/kotyonok-kotoriy-vsego-boyalsya
Горничная,,,6600 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/gornichnaya
Создатель,Խորխե Լուիս Բորխես,,5400 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/sozdatel
Остров пропавших деревьев,Էլիֆ Շաֆակ,,5800 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/ostrov-propavshikh-derevev
Маленькая хозяйка большого дома,Ջեք Լոնդոն,,2600 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/malenkaya-khozyayka-bolshogo-doma-2
Անմոռուկ․ Մի մոռացեք ինձ,Անի Գալայճեան,Հեղինակային հրատարակություն,2500 դրամ,Հայերեն,213,Ոչ գեղարվեստական,Ինքնազարգացում և մոտիվացիա,16+,9789939754338,00055583,2022,https://zangakbookstore.am/anmoruk-mi-moratseq-indz
Թերապևտիկ հեքիաթներ,Հակոբյան Զարուհի,Հեղինակային հրատարակություն,2900 դրամ,Հայերեն,38,Մանկական,Պատկերագրքեր,3+,9789939040158,00055582,2022,https://zangakbookstore.am/terapevtik-heqiatner-1
Նոյե,Արմեն Ամիրյան,Հեղինակային հրատարակություն,3000 դրամ,Հայերեն,118,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939919270,00055581,2022,https://zangakbookstore.am/noye
Ինչպես է կայանում պետությունը,Դոն Սինգեր,Անտարես,7990 դրամ,Հայերեն,270,Ոչ գեղարվեստական,Քաղաքագիտություն,16+,9789939768717,00055584,2022,https://zangakbookstore.am/inchpes-e-kayanum-petutyuny
Երբ ես,Զարա Բաբայան,Անտարես,3490 դրամ,Հայերեն,120,Գեղարվեստական,Հայ ժամանակակից արձակ,16+,9789939769011,00055585,2022,https://zangakbookstore.am/erb-es
Մեծ անկում,Պետեր Հանդքե,Անտարես,3490 դրամ,Հայերեն,295,Գեղարվեստական,Արտասահմանյան դասական արձակ,16+,9789939768656,00055586,2022,https://zangakbookstore.am/mets-ankum-1
Փրկիչը տարեկանի արտում,Ջերոմ Դ․ Սելինջեր,Անտարես,4990 դրամ,Հայերեն,240,Գեղարվեստական,Արտասահմանյան դասական արձակ,14+,9789939768793,00055587,2022,https://zangakbookstore.am/prkichy-tarekani-artum-1
Տրտմության ֆիզիկան,Գեորգի Գոսպոդինով,,5800 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/trtmutyan-fizikan
Хайаса свет ликющий,Դավիթ Գալֆայան,,7500 դրամ,,,Գեղարվեստական,Հայ ժամանակակից արձակ,,,,,https://zangakbookstore.am/khayasa-svet-likyushchiy
20 հեքիաթ արքայադուստրերի մասին,,DaVinci,2500 դրամ,Հայերեն,60,Մանկական,Պատկերագրքեր,3+,9789939114668,00055548,2022,https://zangakbookstore.am/20-heqiat-arqayadustreri-masin
"Ժամանակի ճամփորդը, գյուտեր",Սիլվի Սանժա,DaVinci,2900 դրամ,Հայերեն,40,Մանկական,Պատկերագրքեր,3+,9789939114576,00055547,2022,https://zangakbookstore.am/zhamanaki-champordy-gyuter
