Գույնը,ISBN,Հեղինակ,Էջերի քանակը,Կոդ,Տարեթիվ,Կազմ,Արտադրող,User ID,Երկիր,Լեզու,Լրացուցիչ նկարներ
,,Ղազար Միրզոյան,389,K39023,,,Տիգրան Մեծ Հրատարակչություն ՓԲԸ,,,,
,,"Գ. Ամիրխանյան, Անահիտ Խլղաթյան",,K39005,,,,,,Հայերեն,
,,,,K38975,,Կոշտ,,,Հայաստան,,
,,,,K38946,2010,,,,Հայաստան,Հայերեն,
,,Гоар Рштуни,,K38924,,,,,Հայաստան,Ռուսերեն,
,,Արամ Իսաբեկյան,,K38860,,,,,,Հայերեն,
,,Թոփչյան Անահիտ,,K38858,,,,,Հայաստան,Հայերեն,
,,Исабекян Эдуард,,K38850,,,,,Հայաստան,,
,,Маркосян А. Х.,,K37825,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,,K37812,,Կոշտ,,,Ռուսաստանի ֆեդերացիա,,
,,Ռոժդեստվենսկի Ռոբերտ,96,K37803,,,Իրավունք Հրատարակչություն,,,,
,,,,K37786,,,,,,Անգլերեն,
,,,,K37758,- /,,,,Հայաստան,Ռուսերեն,
,,Movsisyan Artak,79,K37757,,,ԵՊՀ Հրատարակչություն,,,,
,,Մելքոնյան Ռուբեն,104,K3775201,,,ՎՄՎ Պրինտ ՍՊԸ,,,,
,,Հասմիկ Բադալյան,112,K37719,,,Նաիրի Հրատարակչություն ՓԲԸ,,,,
,,Հմայակ Ավետիսյան,,K37715,,,,,,Հայերեն,
,,,61,K37446,2010,Կոշտ,ՎՄՎ Պրինտ ՍՊԸ,,,,
,,,,K37436,,,,,,,
,,Աշոտ Մուրադյան,155,K37429,,,Կոլլաժ ՍՊԸ,,,,
,,Ջամի Աբդուռահման,102,K37422,,,Իրավունք Հրատարակչություն,,,,
,,Խաքանի,116,K37421,,,Իրավունք Հրատարակչություն,,,,
,,,,K37419,,Կոշտ,,,Հայաստան,,
,,,,K37417,,,,,,Հայերեն,
,,,,K37406,,,,,,Հայերեն,
,,,,K37362,,,,,Հայաստան,,
,,,,K37361,,,,,Հայաստան,,
,,,,K3735802,2007,,,,Հայաստան,Հայերեն,
,,,,K37354,,,,,Հայաստան,,
,,,,K37329,,,,,,Հայերեն,
,,,,K37305,,,,,Հայաստան,,
,,Բրոդսկի Իոսիֆ,115,K37304,,,Իրավունք Հրատարակչություն,,,,
,,Համբարձումյան Լ.,212,K37278,,,Լուսակն Հրատարակչություն,,,,
Կանաչ,,Յակոբեան Թաթուլ,555,,,,Հեղինակային հրատարակչություն,,,,
,,Hakobyan Tatul,416,K37272,,,Հեղինակային հրատարակչություն,,,,
,,Հովհաննես Օձնեցի,,K37265,,,,,Հայաստան,,
,,Աննա Երուսալիմսկայա,,K3724501,,,,,Հայաստան,,
,,Էդմոն Խուրշուդյան,180,K37244,,,Արաքս Հրատարակչություն,,,,
,,Дюпюи Сильвиан,42,K37223,,,Լուսաբաց Հրատարակչություն,,,,
,,Վիլյամ Սարոյան,575,K37180,,,Նաիրի Հրատարակչություն ՓԲԸ,,,,
,,,160,K37174,1996,Կոշտ,Велас Принт,,,,
,,Григорян С. Р.,,K37173,,,,,Հայաստան,,
,,Առաքելյան Սերգեյ,,K37166,,,,,,Հայերեն,
,,Զաքարյան Մ.,412,K37155,,,Լուսակն Հրատարակչություն,,,,
,,Գուբելեան Պօղոս,132,K37118,,,,,,,
,,,480,K37116,2009,Կոշտ,Հեղինակային հրատարակչություն,,,,
,,Ashot Artzruni,524,K37095,,,Sirar Ediciones,,,,
,,,,K37074,,,,,Հայաստան,,
,,,,K37048,- /,,,,Հայաստան,Հայերեն,
,,,,K37033,,Փափուկ,,,Հայաստան,,
,,Ռուզաննա Պողոսյան,,K37032,,,,,Հայաստան,,
,,Բոդլեր Շառլ,119,K37011,,,Իրավունք Հրատարակչություն,,,,
,,Թաքուբոքու,115,K36904,,,Իրավունք Հրատարակչություն,,,,
,,Հարություն Մարության,,K36880,,,,,Հայաստան,Հայերեն,
,,Акопян Татул,532,K36842,,,Անտարես Հրատարակչություն,,,,
,,,,K36794,,,,,,Անգլերեն,
,,,,K36793,2006,,,,Հայաստան,Անգլերեն,
,,,,K36767,,,,,Ամերիկայի միացյալ նահանգներ,,
,,Արգամ Այվազյան,127,K36747,,,Գասպրինտ տպագրատուն,,,,
,,Տիրացյան Գրիգոր,,K36678,,,,,Հայաստան,,
,,,,K36602,,,,,,Անգլերեն,
,,Սիմոնյան Հակոբ,200,K36590,,,ՎՄՎ Պրինտ ՍՊԸ,,,,
,,Movsisyan Artak,,K36576,,,,,Հայաստան,,
,,,,K36542,,,,,Հայաստան,Հայերեն,
,,,,K36513,,,,,,Հայերեն,
,,Հովհաննիսյան Էլյա,25,K36477,,,,,,,
,,Նիզամի,95,K36391,,,Իրավունք Հրատարակչություն,,,,
,,"Գրիգորյան Լ. Լ., Հաջի-Հակոբյան Ա. Ե.",312,K36369,,,ԵՊՀ Հրատարակչություն,,,,
,,Անուշ Սարումյան,,K36258,,,,,Հայաստան,,
,,Киракосян Г. Ш.,,K36255,,,,,,Ռուսերեն,
,,"Հարությունյան Մ. Վ., Ղուլախազյան Ք. Լ.",,K36253,,,,,Հայաստան,,
,,Աքրամ Այլիսլի,192,K36179,,,Գրաբեր հրատարակչություն,,,,
,,Ջուլիետտա Սահակյան,64,K35951,,,Հեղինակային հրատարակչություն,,,,
,,Դավթյան Մհեր,84,K3454901,,,Գրական Էտալոն,,,,
,,,,K34469,,,,,,Հայերեն,
,,,,K34460,2015,,,,Հայաստան,Հայերեն,
,,Stephane Sarkissyan,162,K34450,,,Կոլլաժ ՍՊԸ,,,,
,,Թումանյան,20,K34001,,,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Մարկոսյան Աշոտ,,K32716,,,,,,Հայերեն,
,,,,K32706,,,,,Հայաստան,,
,,,,K32703,,Կոշտ,,,Հայաստան,,
,,,,K32702,,Կոշտ,,,Հայաստան,,
,,,,K32694,2011,,Նահապետ Հրատարակչություն,,,Հայերեն,
,,Սևակ Պարույր,,K32684,,,,,Հայաստան,Հայերեն,
,,Վարտևարյան-Կիրկ (Փոլեյն) Մարսելա,319,K32613,,,Լուսակն Հրատարակչություն,,,,
,,,455,K32612,2014,Կոշտ,Լուսակն Հրատարակչություն,,,,
,,,,K32601,2014,,,,Հայաստան,Հայերեն,
,,Շակկար Մարի,,K32548,,,Անտարես Հրատարակչություն,,,Հայերեն,
,,Սիլվա Հովհաննիսյան,61,K32528,,,Actual Art,,,,
,,,,K32520,,,,,,Հայերեն,
,,Ռուզաննա Դոխոյան,,K32511,,,,,Հայաստան,,
,,,,K32466,,,,,Հայաստան,,
,,Լիլիթ  Բրուտյան,399,K32328,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,,K32313,2014,,Բյուրակն Հրատարակչություն,,,Հայերեն,
,,Սամվել Կարապետյան,,K32311,,,,,Հայաստան,,
,,Սամվել Կարապետյան,,K32310,,,,,Հայաստան,,
,,Սամվել Կարապետյան,,K32309,,,,,Հայաստան,,
,,,,K32289,,,,,,Հայերեն,
,,Կամսար Լեռ,347,K32285,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,,K32243,Հա,,,,,,
,,,328,K32129,2014,Կոշտ,Հայաստան Հրատարակչություն,,,,
,,Ռուզան Խաչատրյան,336,K32073,,,Անտարես Հրատարակչություն,,,,
,,,168,K32043,2014,Կոշտ,Մուսալեռ հրատարակչություն,,,,
,,Մովսիսյան Արտակ,120,K31912,,,ԵՊՀ Հրատարակչություն,,,,
,,,,K31909,,,,,,,
,,,,K31703,,,,,Հայաստան,,
,,Мартиросян Р. М.,,K31607,,,,,,Ռուսերեն,
,,Ռիչարդ Գիդաչյան,4,K31602,,,,,,,
,,,,K31601,2015,,,,Հայաստան,Հայերեն,
,,,,K31582,- /,,,,Հայաստան,Հայերեն,
,,Ռուդաքի,112,K31581,,,Իրավունք Հրատարակչություն,,,,
,,,,K31575,,,,,,Ռուսերեն,
,,,,K31562,,,,,,Հայերեն,
,,,,K31556,,,,,,,
,,,,K31555,,,,,Հայաստան,,
,,,,K31536,Սվ,,,,,Հայերեն,
,,Hovhannisyan Richard,,K31459,,,,,Ամերիկայի միացյալ նահանգներ,,
,,Galichian R.,,K31450,,,Փրինթինֆո ՀՁ ՍՊԸ,,,Անգլերեն,
,,,,K31417,,,,,,Հայերեն,
,,,484,K31367,2006,Կոշտ,Հայագիտակ Հրատարակչություն,,,,
,,Էլի Ֆոր,,K31355,,,,,Հայաստան,Հայերեն,
,,Կարեն Աղամյան,,K31320,,,,,,Հայերեն,
,,,,K31106,2004,,,,Հայաստան,Ռուսերեն,
,,Համսուն Քնյութ,308,K31092,,,Հարկային տեղեկատու ՓԲԸ,,,,
,,,,K31081,,,Հայրապետ Հրատարակչություն,,,Հայերեն,
,,Հասմիկ Հովհաննիսյան,,K31022,,,,,Հայաստան,,
,,,296,K31020,,Կոշտ,Юнипресс,,,,
,,,,K30974,,Կոշտ,,,Հայաստան,,
,,"Վաչիկ Գրիգորյան, Սմբատ Դավեյան",,K30952,,,,,Հայաստան,,
,,,,K30944,,,,,,,
,,Ներսիսյան Սվետլանա,,K30938,,,,,Հայաստան,,
,,Միսաք Մեծարենց,112,K30935,,,Իրավունք Հրատարակչություն,,,,
,,,,K30876,2008,,,,SYRIAN ARAB REPUBLIC,Հայերեն,
,,Դավիթ Ղոսալմյան,31,K30868,,,Հայրապետ Հրատարակչություն,,,,
,,,,K3078201,,,,,,Հայերեն,
,,,,K30749,,Կոշտ,,,Հայաստան,,
,,Էլլեն Գայֆեճյան,,K30714,,,,,,Ռուսերեն,
,,,,K30644,,,,,,,
,,,115,K30600,2008,,Իրավունք Հրատարակչություն,,,,
,,,,K30592,,,,,,Անգլերեն,
,,,,K30481,,,,,,,
,,Թոփչյան Անահիտ,200,K30479,,,,,,,
,,Չալըմյան Ն. Տ.,92,K30400,,,Ասողիկ հրատարակչություն,,,,
,,Գոդել Վահե,132,K30331,,,Լուսաբաց Հրատարակչություն,,,,
,,,,K30327,2000,,,,Հայաստան,Հայերեն,
,,Մոթահարի Մոռթեզա,77,K30323,,,Վէլաս Պրինտ ՍՊԸ,,,,
,,Artem Ohanjanyan Lilia Awanessian,190,K30312,,,Տիգրան Մեծ Հրատարակչություն ՓԲԸ,,,,
,,Արա Հայթայան,,K30309,,,,,Հայաստան,,
,,Դևրիկյան Վարդան,,K30303,,,,,Հայաստան,,
,,,,K30234,,,,,,,
,,,,K30220,- /,,,,,Անգլերեն,
,,,,K30041,,,,,Հայաստան,,
,,Է. Կուրղինյան,160,K30022,,,Հեղինակային հրատարակչություն,,,,
,,,,K30005,,,,,,Հայերեն,
,,,,K29972,,,,,,,
,,,,K29949,,,,,,,
,,,152,K29947,2008,Կոշտ,,,,,
,,,,K29926,,,,,,Ռուսերեն,
,,Անդրեյ Անտոնյան,,K29909,,,,,,Հայերեն,
,,Արգամ Այվազյան,307,K29907,,,Գասպրինտ տպագրատուն,,,,
,,,,K29793,,,,,Հայաստան,,
,,Մարիամ Հակոբյան,,K29713,,,,,Հայաստան,,
,,Դիկտոնիուս  Էլմեր,112,K29644,,,Իրավունք Հրատարակչություն,,,,
,,,,K27309,,,,,,,
,,,740,K27281,2004,Կոշտ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Մովսիսյան Արտակ,56,K23956,,,ԵՊՀ Հրատարակչություն,,,,
,,Արգամ Այվազյան,316,K23946,,,Կաթողիկոսութեան Հայոց Մեծի Տանն Կիլիկիոյ,,,,
,,Արգամ Այվազյան,231,K23945,,,Գասպրինտ տպագրատուն,,,,
,,Խաչատրյան Շահեն,288,K23747,,,Փրինթինֆո ՀՁ ՍՊԸ,,,,
,,,,K23096,,,,,,Հայերեն,
,,,,K23051,2007,,,,Հայաստան,,
,,,,K23026,,Կոշտ,,,Հայաստան,,
,,Կոլց Անիզ,72,K22979,,,Լուսաբաց Հրատարակչություն,,,,
,,,,K22978,2007,,,,Հայաստան,Հայերեն,
,,Շմիտ Էրիկ-Էմանուել,83,K22976,,,Լուսաբաց Հրատարակչություն,,,,
,,Էմոն Պոլ,55,K22975,,,Լուսաբաց Հրատարակչություն,,,,
,,Անիզ Կոլց,129,K22974,,,Լուսաբաց Հրատարակչություն,,,,
,,,,K22969,- /,,,,Հայաստան,Հայերեն,
,,,,K22930,,,,,Հայաստան,Հայերեն,
,,Ներսես Մկրտչյան,318,K22913,,,Ասողիկ հրատարակչություն,,,,
,,Շելլի,104,K22912,,,Իրավունք Հրատարակչություն,,,,
,,,,K22879,- /,,,,Հայաստան,Հայերեն,
,,,,K22832,,,,,,Հայերեն,
,,Խաչատրյան Ա. Գ.,,K22817,,,,,Հայաստան,,
,,"Յուրի Դավթյան, Սիրանուշ Խլղաթյան",176,K22811,,,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Յուրի  Դավթյան,87,K22810,,,Գրիգոր Տաթևացի Հրատարակչություն,,,,
,,,,K22776,,,,,,Անգլերեն,
,,Բյոռնս Ռոբերտ,112,K22713,,,Իրավունք Հրատարակչություն,,,,
,,,,K22707,,,,,,Հայերեն,
,,,,K22693,,,,,,,
,,,,K22675,,,,,,Հայերեն,
,,,136,K22669,2007,Կոշտ,Գասպրինտ տպագրատուն,,,,
,,,,K22668,,,,,,Հայերեն,
,,,272,K22646,1988,Կոշտ,Հայաստան Հրատարակչություն,,,,
,,Բայբուրդյան Վահան,154,K22644,,,ՀՀ ԳԱ ՊԻ հրատ,,,,
,,,,K22633,,,,,Հայաստան,Ռուսերեն,
,,Դընի Դոնիկյան,403,K22625,,,Actual Art,,,,
,,,,K22613,- /,,,,Հայաստան,Հայերեն,
,,Կ. Հ. Բոյաջյան,,K22604,,,,,Հայաստան,,
,,,67,K22602,2010,,,,,,
,,,640,K22594,2007,Կոշտ,Տիգրան Մեծ Հրատարակչություն ՓԲԸ,,,,
,,Թաթուլ  Սյունի,72,K22577,,,Միա Հրատարակչություն,,,,
,,"Սիսյան Բ. Խ., Չիլինգարյան Ռ. Վ.",696,K22517,,,Գասպրինտ տպագրատուն,,,,
,,,,K22490,,,,,,Հայերեն,
,,Գոհար Կարապետյան,,K22488,,,,,,Հայերեն,
,,Վարդումյան Ս.,54,K22465,,,Կռունկ Տպագրատուն,,,,
,,,168,K22464,2015,Կոշտ,Անկյունաքար Հրատարակչություն,,,,
,,"Агулян А. О., Асатрян, Карташян Э. А.",,K22461,,,,,Հայաստան,Ռուսերեն,
,,,,K22459,,,,,Հայաստան,,
,,,,K22456,232,,ՎՄՎ Պրինտ ՍՊԸ,,,Հայերեն,
,,Արթուր Ավագյան,,K22445,,,,,,Հայերեն,
,,Լերմոնտով Միխայիլ,62,K22439,,,Իրավունք Հրատարակչություն,,,,
,,,,K22425,,Կոշտ,,,Հայաստան,,
,,,,K22413,,,,,,Ռուսերեն,
,,,,K22383,,Կոշտ,,,Հայաստան,,
,,,,K22360,,Կոշտ,,,Հայաստան,,
,,Կիրակոսյան Արման,264,K22320,,,Տիգրան Մեծ Հրատարակչություն ՓԲԸ,,,,
,,Մերի Սահակյան,,K22291,,,,,Հայաստան,Հայերեն,
,,,,K22263,,,,,,,
,,Պուշկին Ալեքսանդր,104,K22253,,,Իրավունք Հրատարակչություն,,,,
,,,,K21249,,,,,Հայաստան,,
,,Ավետիսյան Ավետիս,345,K21176,,,Տիգրան Մեծ Հրատարակչություն ՓԲԸ,,,,
,,,,K21129,,,,,,Հայերեն,
,,,,K21101,,,,,,Անգլերեն,
,,Լեռ Կամսար,293,K21075,,,Լուսաբաց Հրատարակչություն,,,,
,,"Սահակյան Վահան, Սահակյան Վիլեն",464,K21037,,,,,,,
,,Սիսյան Արմենուհի,120,K21036,,,Եգեա,,,,
,,,75,K21023,2007,,Հեղինակային հրատարակչություն,,,,
,,Aharonova Agajanova Nelli,,K21021,,,,,,Հայերեն,
,,Խուդոյան Սամվել,,K21019,,,,,Հայաստան,,
,,"Կարո Կարապետյան, Վաչիկ Գրիգորյան",,K20962,,,,,Հայաստան,,
,,,214,K20929,2011,Փափուկ,Անկյունաքար Հրատարակչություն,,,,
,,,,K20907,,,,,,Հայերեն,
,,,,K20523,,,,,,Ռուսերեն,
,,,,K2002802,,,Հեղինակային հրատարակչություն,,,Հայերեն,
,,Դեյրմենջյան,,K20025,,,,,,Հայերեն,
,,,,K20004,,,,,,,
,,,,K19951,,,,,,,
,,Դեյրմենջյան Արմինե,,K19931,,,,,Հայաստան,,
,,Ռաֆայել Համբարձումյան,,K19927,,,,,,Հայերեն,
,,Համաստեղ,352,K19918,,,ԵՊՀ Հրատարակչություն,,,,
,,,,K19898,,,,,,,
,,Gabriel Soultanian,220,K1989104,,,Հեղինակային հրատարակչություն,,,,
,,Gabriel Soultanian,224,K1989103,,,Bennett & Bloom,,,,
,,,,K19872,,Կոշտ,,,Հայաստան,,
,,Սևակ Ռուբեն,289,K19646,,,Լույս հրատարակչություն,,,,
,,,,K19628,,,,,,Հայերեն,
,,Արգամ Այվազյան,256,K19382,,,Հեղինակային հրատարակչություն,,,,
,,,,K19339,,,,,,Հայերեն,
,,,,K19263,,,,,,Հայերեն,
,,Оганесян Владимир,120,K19182,,,Нота - Р,,,,
,,"Ս.Սեֆերյան, Ա. Լազարյան",,K19163,,,,,Հայաստան,Հայերեն,
,,,,K19039,,,,,,Հայերեն,
,,,,K18931,- /,,,,Հայաստան,Հայերեն,
,,Брант В.,,K18908,,,,,Ռուսաստանի ֆեդերացիա,,
,,Корсун В. Ф.,,K18896,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,,K18881,1998,,Вышэйшая Школа,,,Ռուսերեն,
,,,,K18800,,,,,,Ռուսերեն,
,,Савельева Г. М.,,K18712,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Թոփչյան Ալեքսանդր,590,K18679,,,ՀԳՄ Հրատարակչություն,,,,
,,Кюлевинд Георг,176,K18632,,,Эвидентис,,,,
,,Հհ Գրողների Միություն,,K18628,,,,,Հայաստան,,
,,,,K18627,,,,,Հայաստան,,
,,,,K18621,,,,,,Հայերեն,
,,,110,K18566,2005,Կոշտ,Լուսաբաց Հրատարակչություն,,,,
,,,,K18559,- /,,,,Հայաստան,Հայերեն,
,,,,K18549,2009,Կոշտ,,,Հայաստան,,
,,,,K18523,,,,,Հայաստան,Անգլերեն,
,,,240,K18520,2015,Կոշտ,Անկյունաքար Հրատարակչություն,,,,
,,,776,K18514,2010,Կոշտ,ԷԴԻԹ ՊՐԻՆՏ,,,,
,,,,K18438,2013,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,,K18361,2005,,Ասողիկ հրատարակչություն,,,Ռուսերեն,
,,,,K18350,,,,,Հայաստան,Հայերեն,
,,,,K18346,,,,,,Հայերեն,
,,,,K18339,,,,,,Հայերեն,
,,,,K18333,,,,,Հայաստան,,
,,Գրիգոր Գուրզադյան,,K18306,,,,,,Հայերեն,
,,Համբարձումեան Ռաֆայէլ,200,K18297,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,Գուրգեն Մահարի,80,K18289,,,Ապոլոն,,,,
,,,,K18213,2005,,,,Հայաստան,Հայերեն,
,,Փարսադանյան Ալբերտ,,K18209,,,,,,Հայերեն,
,,Медведев А. Н.,160,K18158,,,Инфра-М,,,,
,,Г. Мельник,,K18131,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,,K18102,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Судленкова О.,,K18092,,,Вышэйшая Школа,,,Ռուսերեն,
,,Պեյլերյան Արթուր,484,K18064,,,Հայաստան Հրատարակչություն,,,,
,,Սերգեյ Սարինյան,,K18031,,,,,,Հայերեն,
,,Սերգեյ Սարինյան,,K18030,,,,,,Հայերեն,
,,,,K18029,,Կոշտ,,,Հայաստան,,
,,"Ստոփան Պողոսյան, Կարո Պողոսյան",434,K18028,,,Նաիրի Հրատարակչություն ՓԲԸ,,,,
,,Գրիգորյան Վարսիկ,,K17955,,,,,Հայաստան,,
,,,,K17916,,,,,Հայաստան,,
,,,,K17906,,,,,Հայաստան,,
,,Սուսաննա Ասատրյան,,K17857,,,ՀՀ ԳԱԱ ԳԻՏՈՒԹՅՈՒՆ ՀՐԱՏԱՐԱԿՉՈՒԹՅՈՒՆ,,,Հայերեն,
,,Արգամ Այվազյան,311,K17659,,,Գասպրինտ տպագրատուն,,,,
,,Յակոբ Յովնաթանյան,,K17622,,,,,Հայաստան,,
,,,,K17611,,,,,,Հայերեն,
,,Սամվել Կարապետյան,,K17605,,,,,Հայաստան,,
,,,,K17604,,,,,,Հայերեն,
,,,,K17525,,,,,,,
,,,260,K17506,2017,Կոշտ,Комитас издательство,,,,
,,,,K17492,2012,,,,Հայաստան,Ռուսերեն,
,,Վահէ Պալատունի,80,K17485,,,Նաիրի Հրատարակչություն ՓԲԸ,,,,
,,,319,K17467,2019,Կոշտ,Անկյունաքար Հրատարակչություն,,,,
,,,,K17438,,,,,,,
,,,,K17406,,,,,Հայաստան,,
,,Հասմիկ Դանիելյան,,K17405,,,,,Հայաստան,Այլ,
,,Ժիդ Անդրե,185,K17401,,,Ա և Մ Հրատարակչություն,,,,
,,,,K17331,,,,,Հայաստան,,
,,,,K17186,2007,,,,Հայաստան,Անգլերեն,
,,Ohandjanyan Artem,253,K17146,,,Տիգրան Մեծ Հրատարակչություն ՓԲԸ,,,,
