Գույնը,ISBN,Հեղինակ,Էջերի քանակը,Կոդ,Տարեթիվ,Կազմ,Արտադրող,User ID,Երկիր,Լեզու,Լրացուցիչ նկարներ
,,,208,1063101,2005,Կոշտ,Просвещение,,,,
,,Пиз Аллан,352,10617,,,ЭКСМО,,,,
,,Лопатников Л. Д.,224,10604,,,Гардарики,,,,
,,,112,10575,2005,,АСТ,,,,
,,,288,10570,2014,Կոշտ,ЭКСМО,,,,
,,"Артемова А. Ф., Леонович О. А.",160,10560,,,Книжный Дом,,,,
,,Авдокушин Е. Ф.,328,10557,,,Дашков И К,,,,
,,,474,10548,2008,Կոշտ,ФЕНИКС,,,,
,,,632,10532,2004,Կոշտ,Финансы и статистика,,,,
,,,256,10524,2008,Կոշտ,ЭКСМО,,,,
,,,,10517,2005,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,416,10514,2010,Կոշտ,ПИТЕР,,,,
,,,288,10493,2007,Կոշտ,ЭКСМО,,,,
,,,560,10488,2006,Կոշտ,Проспект,,,,
,,,671,10459,2008,Կոշտ,Юнити Дана,,,,
,,,,10457,2008,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,352,10455,2008,Կոշտ,Кнорус,,,,
,,Лебедев С. Я.,272,10428,,,Юнити Дана,,,,
,,Маховикова Г. А.,320,10426,,,ЭКСМО,,,,
,,,332,10416,2005,Կոշտ,ЮРАЙТ,,,,
,,,662,10406,2006,Կոշտ,Международные отношения,,,,
,,,430,1038901,2012,Կոշտ,ЮРАЙТ,,,,
,,Лещенко М. И.,328,10388,,,Финансы и статистика,,,,
,,Тосунян Г. А.,368,10378,,,ДЕЛО,,,,
,,,380,10365,2003,Կոշտ,Издательство Московского университета,,,,
,,,192,10364,2003,Կոշտ,Проспект,,,,
,,Нестеренко Ю. А.,182,10353,,,Лада,,,,
,,,112,10349,2007,Կոշտ,Харвест,,,,
,,,80,K10346,2013,Փափուկ,ՄՀՄ Գրատուն,,,,
,,Боровская Э.,256,10329,,,ЭКСМО,,,,
,,,543,1032702,2005,Կոշտ,Юнити Дана,,,,
,,,510,1032701,2004,Կոշտ,Юнити Дана,,,,
,,,160,1031902,2008,Փափուկ,ЭКСМО,,,,
,,,159,1031901,2008,Փափուկ,ЭКСМО,,,,
,,Якимов О.,175,10314,,,ЮРАЙТ,,,,
,,,856,10309,2001,Կոշտ,Русский Язык Медиа,,,,
,,,467,10308,2003,Կոշտ,Юридический Центр Пресс,,,,
,,,384,10278,2008,Կոշտ,ЭКСМО,,,,
,,,160,10277,2011,Կոշտ,ЭКСМО,,,,
,,,525,10276,2004,Կոշտ,Юридический Центр Пресс,,,,
,,,504,10268,2007,Կոշտ,Дашков И К,,,,
,,,399,10265,2008,Կոշտ,Аспект Пресс,,,,
,,,306,10264,2004,Կոշտ,Юридический Центр Пресс,,,,
,,Родионова И.,320,10259,,,ЭКСМО,,,,
,,Долгова А. Г.,216,10256,,,Генезис,,,,
,,,256,10242,2005,Կոշտ,ЭКСМО,,,,
,,,219,10237,2007,Կոշտ,ЭКСМО,,,,
,,,311,10232,2006,Կոշտ,Инфра-М,,,,
,,,320,10230,2007,Փափուկ,ЭКСМО,,,,
,,,,10229,2001,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,320,10226,2008,Կոշտ,ЭКСМО,,,,
,,,480,10220,2009,Կոշտ,ЭКСМО,,,,
,,Грин Т.,,10171,,,ЭКСМО,,,Ռուսերեն,
,,,160,10165,2008,Փափուկ,ЭКСМО,,,,
,,,528,10155,2014,Կոշտ,ЭКСМО,,,,
,,Димова С. В.,384,10135,,,ЭКСМО,,,,
,,,3346,10134,2001,Կոշտ,Московский Лицей,,,,
,,,688,10122,2007,Կոշտ,ЭКСМО,,,,
,,,264,10111,2003,Կոշտ,Евро,,,,
,,Гуревич П. С.,464,10105,,,ФЕНИКС,,,,
,,Липатова В. А.,252,10092,,,Владис,,,,
,,,64,1008108,,Փափուկ,Рипол Классик,,,,
,,,64,1008107,,Փափուկ,Владис,,,,
,,,64,1008105,2010,Փափուկ,Рипол Классик,,,,
,,,64,1008103,2004,Փափուկ,Рипол Классик,,,,
,,,64,1008102,2004,Փափուկ,Рипол Классик,,,,
,,,384,10070,2007,Կոշտ,ЭКСМО,,,,
,,Гостева Л. Н.,79,10064,,,Проспект,,,,
,,Филатов Л. А.,576,10037,,,АСТ,,,,
,,,416,10022,2005,Կոշտ,ФЕНИКС,,,,
,,Маккейг Д.,640,1001700,,,ЭКСМО,,,,
,,Купер Фенимор,576,1001697,,,ЭКСМО,,,,
,,Ги де Мопассан,608,1001696,,,ЭКСМО,,,,
,,Булвер-Литтон Э.,448,1001691,,,ЭКСМО,,,,
,,Брэддон Мэри Элизабет,448,1001687,,,ЭКСМО,,,,
,,,416,1001685,2015,,ЭКСМО,,,,
,,Честертон Гилберт Кийт,640,1001680,,,ЭКСМО,,,,
,,Филдинг Генри,640,1001678,,,ЭКСМО,,,,
,,Флобер Гюстав,640,1001674,,,ЭКСМО,,,,
,,Флобер Г.,640,1001673,,,ЭКСМО,,,,
,,Сальгари Эмилио,640,1001671,,,ЭКСМО,,,,
,,Маккалоу К.,464,1001668,,,ЭКСМО,,,,
,,Джером К. Джером,640,1001664,,,ЭКСМО,,,,
,,Коллинз Уилки,608,1001656,,,ЭКСМО,,,,
,,Де Сад Маркиз,640,1001651,,,ЭКСМО,,,,
,,Вашингтон И.,608,1001644,,,ЭКСМО,,,,
,,Голсуорси Д.,608,1001642,,,ЭКСМО,,,,
,,Джеймс Г.,640,1001639,,,ЭКСМО,,,,
,,Гюго В.,608,1001638,,,ЭКСМО,,,,
,,Лагерлеф С.,656,1001637,,,ЭКСМО,,,,
,,Мередит Дж.,640,1001635,,,ЭКСМО,,,,
,,Барбюс Анри,480,1001633,,,ЭКСМО,,,,
,,Скотт В.,576,1001631,,,ЭКСМО,,,,
,,Буссенар Л.,512,1001623,,,ЭКСМО,,,,
,,Шеридан Р.,544,1001614,,,ЭКСМО,,,,
,,,768,10016125,2017,,ЭКСМО,,,,
,,Мопассан Ги де,416,10016122,,,ЭКСМО,,,,
,,Беккер Карл Фридрих,672,10016117,,,ЭКСМО,,,,
,,Гоцци К.,512,10016113,,,ЭКСМО,,,,
,,Кизи К.,464,10016112,,,ЭКСМО,,,,
,,Купер Дж. Ф.,610,10016110,,,ЭКСМО,,,,
,,Лафайет М. М.,608,10016109,,,ЭКСМО,,,,
,,Мердок Айрис,416,10016107,,,ЭКСМО,,,,
,,Скотт Вальтер,608,10016106,,,ЭКСМО,,,,
,,Мериме П.,640,10016102,,,ЭКСМО,,,,
,,Сталь Жермена,608,1001610,,,ЭКСМО,,,,
,,Альфред де Мюссе,608,1001608,,,ЭКСМО,,,,
,,,672,1001606,2012,Կոշտ,ЭКСМО,,,,
,,Стивенсон Роберт Льюис,576,1001602,,,ЭКСМО,,,,
,,Ефремов И.,,1001554,,,ЭКСМО,,,Ռուսերեն,
,,Гаршин В.,480,1001553,,,ЭКСМО,,,,
,,Апухтин А. Н.,640,1001548,,,ЭКСМО,,,,
,,Погорельский А.,480,1001534,,,ЭКСМО,,,,
,,,,1001532,2009,,ЭКСМО,,,Ռուսերեն,
,,,640,1001531,2009,,ЭКСМО,,,,
,,,,1001528,2013,,ЭКСМО,,,Ռուսերեն,
,,Рождественский Р.,512,1001516,,,ЭКСМО,,,,
,,Иванов А.,730,1001513,,,ЭКСМО,,,,
,,Искандер Ф.,640,1001511,,,ЭКСМО,,,,
,,,640,1001502,2001,Կոշտ,ЭКСМО,,,,
,,,608,1001304,2008,,ЭКСМО,,,,
,,Ալեն Քարր,328,048590,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,136,048551,2020,Կոշտ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Хоровиц Бен,,048462,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,,,048457,,,ЭКСМО,,,Ռուսերեն,
,,Мария Дж. Гомес,,048456,,,ЭКСМО,,,Ռուսերեն,
,,,,048450,2021,,ЭКСМО,,,Ռուսերեն,
,,Макгонигал К.,,048444,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,,,048443,2021,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,Саттон  Роберт,,048440,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,Мелия Марина,,048431,,,ЭКСМО,,,Ռուսերեն,
,,Достоевский Ф.,,048429,,,АСТ,,,Ռուսերեն,
,,,,048425,2020,,ЭКСМО,,,Ռուսերեն,
,,,,048424,2021,,ЭКСМО,,,Ռուսերեն,
,,Шоу Гэрри,,048421,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,,,048420,2021,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,,,048418,2021,,АСТ,,,Ռուսերեն,
,,,,048417,2020,,АСТ,,,Ռուսերեն,
,,,,048416,2020,,АСТ,,,Ռուսերեն,
,,Сартр Жан Поль,,048407,,,АСТ,,,Ռուսերեն,
,,,,048406,2020,,АСТ,,,Ռուսերեն,
,,,,048405,2019,,АСТ,,,Ռուսերեն,
,,Толкин Дж.,,048402,,,АСТ,,,Ռուսերեն,
,,Чехов М.,,048397,,,АСТ,,,Ռուսերեն,
,,Хейли А.,,048391,,,АСТ,,,Ռուսերեն,
,,Симона де Бовуар,,048389,,,ЭКСМО,,,Ռուսերեն,
,,Юнг К.,,048386,,,АСТ,,,Ռուսերեն,
,,Волох А. В.,,048384,,,ЭКСМО,,,Ռուսերեն,
,,,,048382,2019,,ЭКСМО,,,Ռուսերեն,
,,Паскаль Б.,,048381,,,АСТ,,,Ռուսերեն,
,,,,048380,2021,,БОМБОРА,,,Ռուսերեն,
,,,,048377,2019,,АСТ,,,Ռուսերեն,
,,,,048373,2021,Կոշտ,АСТ,,,,
,,,,048371,2021,,ЭКСМО,,,Ռուսերեն,
,,Гандапас Р.,,048369,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,Абгарян Н.,,048368,,,АСТ,,,Ռուսերեն,
,,Тед Чан,,048364,,,АСТ,,,Ռուսերեն,
,,Гандапас Р.,,048361,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,Гоулстон М.,,048360,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,,,048358,2020,,ЭКСМО,,,Ռուսերեն,
,,Кокто Жан,,048357,,,АСТ,,,Ռուսերեն,
,,Бронте Ш.,,048356,,,АСТ,,,Ռուսերեն,
,,,,048355,2021,,АСТ,,,Ռուսերեն,
,,Хейли  А.,,048354,,,АСТ,,,Ռուսերեն,
,,,,048352,2020,,ЭКСМО,,,Ռուսերեն,
,,,,048351,2021,,АСТ,,,Ռուսերեն,
,,О. Генри,,048350,,,АСТ,,,Ռուսերեն,
,,Сильви Д Эсклеб,,048348,,,БОМБОРА,,,Ռուսերեն,
,,Домингес Нико,,048346,,,ЭКСМО,,,Ռուսերեն,
,,Хокинг Стивен,,048345,,,АСТ,,,Ռուսերեն,
,,,,048344,2021,,АСТ,,,Ռուսերեն,
,,,,048342,2020,,ЭКСМО,,,Ռուսերեն,
,,Волков А.,,048340,,,АСТ,,,Ռուսերեն,
,,Кацис Л.,,048338,,,АСТ,,,Ռուսերեն,
,,,,048335,2021,,АСТ,,,Ռուսերեն,
,,Хаксли О.,,048332,,,АСТ,,,Ռուսերեն,
,,,,048330,2021,,АСТ,,,Ռուսերեն,
,,,,048328,2021,,АСТ,,,Ռուսերեն,
,,Голдинг У.,,048327,,,АСТ,,,Ռուսերեն,
,,,,048325,2020,,АСТ,,,Ռուսերեն,
,,,,048324,2020,,АСТ,,,Ռուսերեն,
,,Кинг Ст.,,048321,,,АСТ,,,Անգլերեն,
,,,240,048301,2021,Կոշտ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Կորյուն Առաքելյան,400,048298,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,400,K048287,2021,Կոշտ,,,,,
,,,,K048283,,,,,Հայաստան,Հայերեն,
,,,384,048267,2012,Կոշտ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,Յարութ Կոստանդեան,320,048266,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,312,048247,,Կոշտ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,168,048234,2020,Կոշտ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,Հայկ Սիրունյան,88,048209,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,Samvel Bisharyan,100,048198,,,ՎՄՎ Պրինտ ՍՊԸ,,,,
,,,,048042,2020,,АСТ,,,Ռուսերեն,
,,,,048041,,,,,,,
,,Дмитриева В.,,048036,,,АСТ,,,Ռուսերեն,
,,Перельман Я.,,048027,,,АСТ,,,Ռուսերեն,
,,,,048021,2020,,АСТ,,,Ռուսերեն,
,,,,048016,2020,,АСТ,,,Ռուսերեն,
,,,,048015,2020,,АСТ,,,Ռուսերեն,
,,,,048014,2019,,АСТ,,,Ռուսերեն,
,,,,048001,2019,,АСТ,,,Ռուսերեն,
,,,,047999,2020,,АСТ,,,Ռուսերեն,
,,,,047995,,,АСТ,,,Ռուսերեն,
,,,,047993,2020,,АСТ,,,Ռուսերեն,
,,,,047987,2020,,АСТ,,,Ռուսերեն,
,,,,047980,2020,,АСТ,,,Ռուսերեն,
,,,,047978,2020,,АСТ,,,Ռուսերեն,
,,,,047975,2020,,АСТ,,,Ռուսերեն,
,,Шалаева Г.,,047973,,,АСТ,,,Ռուսերեն,
,,,,047963,2020,,АСТ,,,Ռուսերեն,
,,Познер В. В.,,047958,,,АСТ,,,Ռուսերեն,
,,,,047957,2020,,АСТ,,,Ռուսերեն,
,,Суворов А.,,047952,,,АСТ,,,Ռուսերեն,
,,Гегель В. Г.,,047951,,,АСТ,,,Ռուսերեն,
,,Чуковский К.,,047949,,,АСТ,,,Ռուսերեն,
,,,,047948,2020,,АСТ,,,Ռուսերեն,
,,Шопенгауэр Ар.,,047945,,,АСТ,,,Ռուսերեն,
,,,,047941,2020,,АСТ,,,Ռուսերեն,
,,,,047938,2020,,АСТ,,,Ռուսերեն,
,,,,047935,2018,,МАЛЫШ,,,Ռուսերեն,
,,,,047934,2020,,МАЛЫШ,,,Ռուսերեն,
,,,,047933,,,АСТ,,,Ռուսերեն,
,,,,047932,,,АСТ,,,Ռուսերեն,
,,Бианки В.,,047929,,,АСТ,,,Ռուսերեն,
,,,,047926,2020,,АСТ,,,Ռուսերեն,
,,,,047925,2020,,АСТ,,,Ռուսերեն,
,,,,047921,2020,,АСТ,,,Ռուսերեն,
,,Роуч Майкл,,047918,,,БОМБОРА,,,Ռուսերեն,
,,,,047910,2020,,АСТ,,,Ռուսերեն,
,,,,047904,2019,,АСТ,,,Ռուսերեն,
,,Пушкин А.,,047897,,,АСТ,,,Ռուսերեն,
,,,,047896,2020,,АСТ,,,Ռուսերեն,
,,Мирай Медина,,047880,,,АСТ,,,Ռուսերեն,
,,Матвеев С.,,047872,,,АСТ,,,Ռուսերեն,
,,,,047871,2020,,АСТ,,,Ռուսերեն,
,,Прудник А.,,047868,,,АСТ,,,Ռուսերեն,
,,,,047865,2020,,АСТ,,,Ռուսերեն,
,,Крылов И.,,047860,,,АСТ,,,Ռուսերեն,
,,,,047859,2020,,АСТ,,,Ռուսերեն,
,,,,047857,,,АСТ,,,Ռուսերեն,
,,Толстой Л.,,047853,,,АСТ,,,Ռուսերեն,
,,,,047850,2020,,АСТ,,,Ռուսերեն,
,,,,047837,2020,,Ад Маргинем,,,Ռուսերեն,
,,Юнгер Э.,,047835,,,Ад Маргинем,,,Ռուսերեն,
,,,,047829,2020,,Колонна Пабликейшинз,,,Ռուսերեն,
,,Маркин А.,,047824,,,Колонна Пабликейшинз,,,Ռուսերեն,
,,,,047821,2020,,Колонна Пабликейшинз,,,Ռուսերեն,
,,,,047813,2020,,Колонна Пабликейшинз,,,Ռուսերեն,
,,,,047800,2020,,ЭКСМО,,,Ռուսերեն,
,,Вебб Х.,,047798,,,ЭКСМО,,,Ռուսերեն,
,,Вебб Х.,,047797,,,ЭКСМО,,,Ռուսերեն,
,,Вебб Х.,,047794,,,ЭКСМО,,,Ռուսերեն,
,,Вебб Х.,,047792,,,ЭКСМО,,,Ռուսերեն,
,,,,047784,2020,,Disney,,,Ռուսերեն,
,,Баум Л. Ф.,,047782,,,ЭКСМО,,,Ռուսերեն,
,,,,047780,2021,,ЭКСМО,,,Ռուսերեն,
,,Леонардо да Винчи,,047775,,,ЭКСМО,,,Ռուսերեն,
,,Рубина Д.,,047774,,,ЭКСМО,,,Ռուսերեն,
,,,,047770,2020,,ЭКСМО,,,Ռուսերեն,
,,,,047769,2020,,ЭКСМО,,,Ռուսերեն,
,,,,047766,2020,,ЭКСМО,,,Ռուսերեն,
,,Коллоди К.,,047756,,,ЭКСМО,,,Ռուսերեն,
,,,,047754,2020,,ЭКСМО,,,Ռուսերեն,
,,,,047750,2020,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,,,047742,2019,,БОМБОРА,,,Ռուսերեն,
,,Кизи К.,,047740,,,ЭКСМО,,,Ռուսերեն,
,,Азимов А.,,047731,,,ЭКСМО,,,Ռուսերեն,
,,Шекспир У.,,047730,,,ЭКСМО,,,Ռուսերեն,
,,,,047728,2019,,ЭКСМО,,,Ռուսերեն,
,,,,047721,2020,,ЭКСМО,,,Ռուսերեն,
,,,,047720,2019,,БОМБОРА,,,Ռուսերեն,
,,,,047716,2020,,ЭКСМО,,,Ռուսերեն,
,,,,047715,2020,,ЭКСМО,,,Ռուսերեն,
,,,,047714,2020,,БОМБОРА,,,Ռուսերեն,
,,,,047710,2020,,ЭКСМО,,,Ռուսերեն,
,,Холлс Стейси,,047709,,,ЭКСМО,,,Ռուսերեն,
,,Ховинг У.,,047696,,,ЭКСМО,,,Ռուսերեն,
,,,,047691,2020,,Disney,,,Ռուսերեն,
,,Зиновьева Л.,,047690,,,ЭКСМО,,,Ռուսերեն,
,,,256,047668,2020,Կոշտ,Բուկինիստ Հրատարակչություն,,,,
,,,,047318,2020,,АСТ,,,Հայերեն,
,,,,047317,2020,,Проф-Пресс,,,Հայերեն,
,,,,047312,,,Проф-Пресс,,,Հայերեն,
,,,16,047311,,Փափուկ,,,,,
,,,8,047309,,Փափուկ,,,,,
,,,,047308,2020,,Проф-Пресс,,,Հայերեն,
,,,8,047307,,Փափուկ,,,,,
,,,,047306,2020,,Проф-Пресс,,,Հայերեն,
,,,8,047305,,Փափուկ,,,,,
,,,16,047302,2020,,,,,,
,,,,047301,2020,,АСТ,,,Հայերեն,
,,,96,047121,,Կոշտ,Մանմար հրատարակչություն,,,,
,,Թաթուլ Մովսիսյան,552,047118,,,ԹՄ աուդիտ,,,,
,,"Ժ. Ավետիսյան, Գ. Փոթիկյան",72,047087,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,"Ժ. Ավետիսյան, Գ. Փոթիկյան",48,047086,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,88,047085,2020,Փափուկ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,56,047084,2020,Փափուկ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,48,047083,2020,Փափուկ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,45,047018,2020,Կոշտ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,,,047015,2020,,,,Հայաստան,Հայերեն,
,,,,047014,2020,,,,Հայաստան,Հայերեն,
,,,,047013,2019,,,,Հայաստան,Հայերեն,
,,,216,046977,2020,Փափուկ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,,172,046975,2019,,Հայաստանի Պատմության Թանգարան,,,,
,,,,046966,,,,,Հայաստան,Հայերեն,
,,,,046965,,,,,,,
,,,,040031,,,,,Հայաստան,Հայերեն,
,,,,040025,2018,Կոշտ,,,Հայաստան,,
,,,92,040010,2007,,,,,,
,,,,040008,2010,,,,Հայաստան,Ռուսերեն,
,,,208,040004,2017,,Հայաստանի Ազգային Պատկերասրահ,,,,
,,,55,040003,2004,,Հայաստանի Ազգային Պատկերասրահ,,,,
,,Шоу Ирвин,,035311,,,АСТ,,,Ռուսերեն,
,,,594,034286,2003,Կոշտ,Дашков И К,,,,
,,,,032500,,,,,Հայաստան,Հայերեն,
,,,496,032230,2014,Կոշտ,ЮРАЙТ,,,,
,,,640,032215,2007,Կոշտ,Проспект,,,,
,,Ю Несбё,384,032214,,,Иностранка,,,,
,,Полевская Н. В.,80,032211,,,Приор,,,,
,,Шерстнева О.,128,032200,,,Проспект,,,,
,,Данилов А. А.,320,032197,,,Проспект,,,,
,,,544,032196,2005,Կոշտ,Кнорус,,,,
,,,240,032187,2011,Կոշտ,Проспект,,,,
,,,12,032047,,Փափուկ,Мозаика Синтез,,,,
,,Մարկ Արեն,157,031937,,,Բուկինիստ Հրատարակչություն,,,,
,,,256,030145,2011,Կոշտ,Просвещение,,,,
,,,544,029975,2020,Կոշտ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,Харрис  Томас,,029960,,,АСТ,,,Ռուսերեն,
,,Гофман Э. Т. А.,,029953,,,АСТ,,,Ռուսերեն,
,,,80,029946,2019,Կոշտ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,,,029891,,,Մանմար հրատարակչություն,,,Անգլերեն,
,,,,029831,2017,,Азбука - Аттикус,,,Ռուսերեն,
,,,,029828,2018,,ЭКСМО,,,Ռուսերեն,
,,,,029827,2019,,ЭКСМО,,,Ռուսերեն,
,,Генассия Жан-Мишель,,029824,,,Азбука - Аттикус,,,Ռուսերեն,
,,Изабель Альенде,,029820,,,Азбука - Аттикус,,,Ռուսերեն,
,,Стюарт M.,,029819,,,Азбука - Аттикус,,,Ռուսերեն,
,,Генассия Жан-Мишель,,029817,,,Азбука - Аттикус,,,Ռուսերեն,
,,,,029815,2017,,Азбука - Аттикус,,,Ռուսերեն,
,,Сименон Жорж,,029812,,,Азбука - Аттикус,,,Ռուսերեն,
,,,,029807,2019,,ЭКСМО,,,Ռուսերեն,
,,,,029805,2019,,ЭКСМО,,,Ռուսերեն,
,,Шон Янг,,029804,,,"Манн, Иванов и Фербер изд.",,,Ռուսերեն,
,,,,029803,2019,,ЭКСМО,,,Ռուսերեն,
,,,24,029748,,Կոշտ,Մանմար հրատարակչություն,,,,
,,,,029746,,Փափուկ,,,,,
,,,,029744,,Փափուկ,,,,,
,,,,029742,,Փափուկ,,,,,
,,,,029721,2015,,,,,Ռուսերեն,
,,,10,029720,2019,Կոշտ,,,,,
,,,10,029718,2019,Կոշտ,,,,,
,,,10,029717,2019,Կոշտ,,,,,
,,,10,029714,,Կոշտ,,,,,
,,,24,029712,,Փափուկ,,,,,
,,,352,029710,,Փափուկ,,,,,
,,,24,029709,,Փափուկ,,,,,
,,,10,029708,2019,Կոշտ,,,,,
,,,,029707,2019,,ЭКСМО,,,Ռուսերեն,
,,Вагнер Яна,,029705,,,АСТ,,,Ռուսերեն,
,,,48,029703,,Կոշտ,,,,,
,,Маяковский В.,,029701,,,АЗБУКА,,,Ռուսերեն,
,,,128,029700,2019,Կոշտ,,,,,
,,,,029690,2016,,Азбука - Аттикус,,,Ռուսերեն,
,,,,029689,2015,,Азбука - Аттикус,,,Ռուսերեն,
,,,,029687,2020,,Азбука - Аттикус,,,Ռուսերեն,
,,Козлов С.,,029685,,,АСТ,,,Ռուսերեն,
,,Набоков Вл.,,029679,,,Азбука - Аттикус,,,Ռուսերեն,
,,Стайн Гарт,,029677,,,Азбука - Аттикус,,,Ռուսերեն,
,,Артуро Перес-Реверте,,029675,,,ЭКСМО,,,Ռուսերեն,
,,Конфуций,,029672,,,ЭКСМО,,,Ռուսերեն,
,,Денизо Жерар,,029670,,,ЭКСМО,,,Ռուսերեն,
,,Кант Иммануил,,029669,,,Азбука - Аттикус,,,Ռուսերեն,
,,,,029667,2018,,ЭКСМО,,,Ռուսերեն,
,,Ремарк Эрих Мария,,029664,,,АСТ,,,Ռուսերեն,
,,Познер В.,,029662,,,АСТ,,,Ռուսերեն,
,,Сименон Жорж,,029659,,,Азбука - Аттикус,,,Ռուսերեն,
,,Суданов Г.,,029658,,,АСТ,,,Ռուսերեն,
,,Станиславский К. С.,,029656,,,Азбука - Аттикус,,,Ռուսերեն,
,,Исигуро Кадзуо,,029651,,,ЭКСМО,,,Ռուսերեն,
,,,,029647,2017,,ЭКСМО,,,Ռուսերեն,
,,Пьюзо Марио,,029645,,,ЭКСМО,,,Ռուսերեն,
,,Ушинский К. Д.,,029638,,,АСТ,,,Ռուսերեն,
,,Белый А.,,029637,,,Азбука - Аттикус,,,Ռուսերեն,
,,Ростан Эдмон,,029635,,,Азбука - Аттикус,,,Ռուսերեն,
,,,384,029633,2019,Կոշտ,,,,,
,,Драйзер Т.,,029631,,,ЭКСМО,,,Ռուսերեն,
,,Абгарян Наринэ,,029630,,,АСТ,,,Ռուսերեն,
,,,,029572,2018,,Մանմար հրատարակչություն,,,Անգլերեն,
,,,,029569,,Կոշտ,,,,,
,,,8,029559,,Կոշտ,Մանմար հրատարակչություն,,,,
,,,12,029558,,Կոշտ,Մանմար հրատարակչություն,,,,
,,,8,029555,,Կոշտ,Մանմար հրատարակչություն,,,,
,,,,029553,,,Մանմար հրատարակչություն,,,Հայերեն,
,,,,029537,2016,,Մանմար հրատարակչություն,,,Անգլերեն,
,,,80,029518,,Կոշտ,Մանմար հրատարակչություն,,,,
,,Theodore Dreiser,528,029516,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,512,0293922,2014,Կոշտ,АСТ,,,,
,,,160,029357,2019,Կոշտ,Ավրորա Պրինտ ՍՊԸ,,,,
,,,20,029341,,Կոշտ,Բուկինիստ Հրատարակչություն,,,,
,,Ջոն Գրին,280,029321,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,,029318,2019,,Բուկինիստ Հրատարակչություն,,,Հայերեն,
Կապույտ,978-9939-68-722-2,,,,2019,Կոշտ,,,Հայաստան,,
,,,35,029205,2017,Կոշտ,Փրինթինֆո ՀՁ ՍՊԸ,,,,
,,,480,029126,/ 48,Կոշտ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Պետրոս Բեդիրյան,280,029117,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,,028265,2019,,ЭКСМО,,,Ռուսերեն,
,,Спиноза Б.,,028264,,,Азбука - Аттикус,,,Ռուսերեն,
,,Найт Эрик,,028263,,,Азбука - Аттикус,,,Ռուսերեն,
,,Альенде Исабель,,028262,,,Азбука - Аттикус,,,Ռուսերեն,
,,"Դավիթ Գյուրջինյան, Նարինե Հեքեքյան",112,028253,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,Пастернак Б.,,028250,,,Азбука - Аттикус,,,Ռուսերեն,
,,,,028249,2019,,АЛТЕЙ,,,Ռուսերեն,
,,,,028248,2018,,АЛТЕЙ,,,Ռուսերեն,
,,,,028247,2020,,АЛТЕЙ,,,Ռուսերեն,
,,,,028246,2018,,АЛТЕЙ,,,Ռուսերեն,
,,,,028245,2015,,АЛТЕЙ,,,Ռուսերեն,
,,Достоевский Ф. М.,,028244,,,АЛТЕЙ,,,Ռուսերեն,
,,,,028243,2019,,АЛТЕЙ,,,Ռուսերեն,
,,,,028241,2020,,ЭКСМО,,,Ռուսերեն,
,,Неволина Е. А.,,028236,,,ЭКСМО,,,Ռուսերեն,
